eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificName,Commonname,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude,Longitude,Pollutionscore,Endlatitude,Endlongitude,geodeticDatum,countryCode
S2P_I,S2P_I1,Humanobservation,2025-09-11,Plantae,Polytrichales,Polytrichum_commune,Common_haircap,Species,1,25,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO
S2P_I,S2P_I2,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,15,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO
S2P_I,S2P_I3,Humanobservation,2025-09-11,Plantae,Poales,Carex,Sedge,Genus,1,2,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO
S2P_I,S2P_I4,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorkshire_fog,Species,1,5,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO
S2P_I,S2P_I5,Humanobservation,2025-09-11,Plantae,Poales,Nardus_stricta,Mat_grass,Species,1,40,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO
S2P_J,S2P_J1,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorkshire_fog,Species,1,5,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO
S2P_J,S2P_J2,Humanobservation,2025-09-11,Plantae,Poales,Deschampsia_cespitosa,Tufted_hairgrass,Species,1,2,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO
S2P_J,S2P_J3,Humanobservation,2025-09-11,Plantae,Poales,Agrostis_capillaris,Common_bent,Species,1,2,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO
S2P_J,S2P_J4,Humanobservation,2025-09-11,Plantae,Poales,Nardus_stricta,Mat_grass,Species,1,100,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO
S2P_J,S2P_J5,Humanobservation,2025-09-11,Plantae,Poales,Carex,Sedge,Genus,1,5,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO
