eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificName,Commonname,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude,Longitude,Pollutionscore,Endlatitude,Endlongitude,geodeticDatum,countryCode
N3P_J,N3P_J6,Humanobservation,2025-09-10,Plantae,Fabales,Ulex_europaeus,Gorse,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO
N3P_J,N3P_J7,Humanobservation,2025-09-10,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,60,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO
N1P_A,N1P_A1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,90,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO
N1P_A,N1P_A2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,10,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO
N1P_A,N1P_A3,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO
N1P_A,N1P_A4,Humanobservation,2025-09-11,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,5,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO
N1P_B,N1P_B1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,90,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO
N1P_B,N1P_B2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO
N1P_B,N1P_B3,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO
N1P_B,N1P_B4,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO
N1P_B,N1P_B5,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO
N1P_B,N1P_B6,Humanobservation,2025-09-11,Plantae,Dicranales,Dicranum_scoparium,Broom_fork-moss,Species,1,15,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO
N1P_C,N1P_C1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,55,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO
N1P_C,N1P_C2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,35,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO
N1P_C,N1P_C3,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO
N1P_C,N1P_C4,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO
N1P_C,N1P_C5,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO
N1P_D,N1P_D1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,80,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO
N1P_D,N1P_D2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,15,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO
N1P_D,N1P_D3,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO
N1P_D,N1P_D4,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO
N1P_D,N1P_D5,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO
N1P_E,N1P_E1,Humanobservation,2025-09-11,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,15,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO
N1P_E,N1P_E2,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO
N1P_E,N1P_E3,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO
N1P_E,N1P_E4,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO
N1P_E,N1P_E5,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,20,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO
N1P_E,N1P_E6,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO
N1P_F,N1P_F1,Humanobservation,2025-09-11,Plantae,Digitalis,Digitalis_purpurea,Common_foxglove,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F2,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,60,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F3,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,20,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F4,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F5,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F6,Humanobservation,2025-09-11,Plantae,Dicranales,Dicranum scoparium,Broom_fork-moss,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F7,Humanobservation,2025-09-11,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F8,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_F,N1P_F9,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO
N1P_G,N1P_G1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,40,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO
N1P_G,N1P_G2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,30,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO
N1P_G,N1P_G3,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,50,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO
N1P_G,N1P_G4,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO
N1P_G,N1P_G5,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,20,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO
N1P_G,N1P_G6,Humanobservation,2025-09-11,Plantae,Ranunculales,Ranunculus_repens,Creeping_buttercup,Species,1,5,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO
N1P_H,N1P_H1,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,70,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO
N1P_H,N1P_H2,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,20,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO
N1P_H,N1P_H3,Humanobservation,2025-09-11,Plantae,Poales,Juncus_effusus,Soft_rush,Species,1,5,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO
N1P_H,N1P_H4,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,70,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO
N1P_H,N1P_H5,Humanobservation,2025-09-11,Plantae,Ranunculales,Ranunculus_repens,Creeping_buttercup,Species,1,5,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO
N1P_H,N1P_H6,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,40,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO
N1P_I,N1P_I1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,95,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO
N1P_I,N1P_I2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,5,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO
N1P_I,N1P_I3,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO
N1P_I,N1P_I4,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO
N1P_J,N1P_J1,Humanobservation,2025-09-11,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,95,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO
N1P_J,N1P_J2,Humanobservation,2025-09-11,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO
N1P_J,N1P_J3,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO
N1P_J,N1P_J4,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO
N2P_J,N2P_J1,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,33,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO
N2P_J,N2P_J2,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO
N2P_J,N2P_J3,Humanobservation,2025-09-11,Plantae,Caryophyllales,Cerastium fontanum,Little_mouse-ear_chickweed,Species,1,5,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO
N2P_J,N2P_J4,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,33,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO
N2P_J,N2P_J5,Humanobservation,2025-09-11,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,20,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO
N2P_I,N2P_I1,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,60,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO
N2P_I,N2P_I2,Humanobservation,2025-09-11,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,40,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO
N2P_I,N2P_I3,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO
N2P_I,N2P_I4,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO
N2P_H,N2P_H1,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO
N2P_H,N2P_H2,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,70,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO
N2P_H,N2P_H3,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,30,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO
N2P_H,N2P_H4,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,70,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO
N2P_H,N2P_H5,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO
N2P_G,N2P_G1,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO
N2P_G,N2P_G2,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,70,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO
N2P_G,N2P_G3,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO
N2P_G,N2P_G4,Humanobservation,2025-09-11,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,10,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO
N2P_F,N2P_F1,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,20,Percentagecover,Present,N55 42.198,W005 16.488,,,,WGS84,SCO
N2P_F,N2P_F2,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.198,W005 16.488,,,,WGS84,SCO
N2P_F,N2P_F3,Humanobservation,2025-09-11,Plantae,Poales,Deschampsia_cespitosa,Tufted_hair_grass,Species,1,80,Percentagecover,Present,N55 42.198,W005 16.488,,,,WGS84,SCO
N2P_E,N2P_E1,Humanobservation,2025-09-11,Plantae,Ericales,Lysimachia nemorum,Yellow_pimpernel,Species,1,5,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO
N2P_E,N2P_E2,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO
N2P_E,N2P_E3,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,90,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO
N2P_E,N2P_E4,Humanobservation,2025-09-11,Plantae,Malpighiales,Viola_palustris,Marsh_violet,Species,1,5,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO
N2P_E,N2P_E5,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO
N2P_D,N2P_D1,Humanobservation,2025-09-11,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,10,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO
N2P_D,N2P_D2,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO
N2P_D,N2P_D3,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,70,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO
N2P_D,N2P_D4,Humanobservation,2025-09-11,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO
N2P_D,N2P_D5,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,80,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO
N2P_C,N2P_C1,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,20,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO
N2P_C,N2P_C2,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,80,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO
N2P_C,N2P_C3,Humanobservation,2025-09-11,Plantae,Malpighiales,Viola_palustris,Marsh_violet,Species,1,5,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO
N2P_C,N2P_C4,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,65,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO
N2P_B,N2P_B1,Humanobservation,2025-09-11,Plantae,Malpighiales,Hypericum_perforatum,St._johns_wort,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO
N2P_B,N2P_B2,Humanobservation,2025-09-11,Plantae,Poales,Deschampsia_cespitosa,Tufted_hair_grass,Species,1,90,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO
N2P_B,N2P_B3,Humanobservation,2025-09-11,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO
N2P_B,N2P_B4,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,20,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO
N2P_A,N20_A1,Humanobservation,2025-09-11,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,30,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO
N2P_A,N20_A2,Humanobservation,2025-09-11,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO
N2P_A,N20_A3,Humanobservation,2025-09-11,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,40,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO
N2P_A,N20_A4,Humanobservation,2025-09-11,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO
N2P_A,N20_A5,Humanobservation,2025-09-11,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,50,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO
N2P_A,N20_A6,Humanobservation,2025-09-11,Plantae,Oxalidales,Oxalis,Wood_sorrel,Genus,1,5,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO
